Date,Weight,Fat mass,Comments
9/22/13 8:13,169.3,36.5,
9/19/13 14:46,167.8,36.5,
9/11/13 6:32,169.9,35.8,
9/10/13 6:01,171.3,35.4,
9/9/13 5:58,171.3,35,
9/7/13 7:20,171.7,37.3,
9/6/13 6:20,170.9,37.6,
9/5/13 6:59,170.2,36.6,
9/4/13 7:06,171.7,37.6,
9/3/13 6:52,172.5,36.4,
8/30/13 7:08,170.3,36.6,
8/29/13 7:24,171.4,34.8,
8/26/13 6:48,171.5,34.4,
8/25/13 9:05,170.6,36.1,
8/24/13 7:09,172.1,36.5,
8/23/13 6:09,170.4,35.6,
8/22/13 6:28,169,36.9,
8/21/13 6:53,170,36.6,
8/20/13 7:15,171.7,35.6,
8/19/13 6:42,172.1,36.4,
8/18/13 9:26,171.6,36.2,
8/15/13 6:21,172.7,36.6,
7/29/13 7:16,171,34.3,
7/28/13 7:07,170.5,35.4,
7/27/13 9:31,170,35.9,
7/26/13 7:34,170.4,34.7,
7/24/13 7:25,168.7,33.9,
7/23/13 6:16,170.4,34.8,
7/22/13 7:11,169.5,34.7,
7/21/13 6:52,170.5,34.9,
7/19/13 6:34,170.1,35.5,
7/18/13 6:43,169,35.1,
7/17/13 6:09,170.1,35.7,
7/16/13 6:34,169.1,36.2,
7/16/13 6:34,169.2,36.4,
7/15/13 6:13,172,35.8,
7/14/13 10:58,171.3,35.2,
7/12/13 6:09,170.3,36.3,
7/11/13 6:42,170.5,36.3,
7/10/13 6:23,171.1,35.6,
7/9/13 6:05,171.6,35.4,
7/8/13 6:27,172,35.7,
7/5/13 7:22,172.6,37.4,
7/3/13 6:41,172,36.2,
7/2/13 6:12,173,35.4,
6/29/13 6:55,171,36.3,
6/28/13 6:53,170.2,35.4,
6/25/13 6:20,169.9,35.7,
6/24/13 6:33,170.5,33.9,
6/23/13 8:58,171,34.8,
6/22/13 9:00,168.8,35.1,
6/21/13 7:22,169.2,35.5,
6/20/13 6:39,170.4,36.3,
6/18/13 7:05,170.9,35.4,
6/17/13 7:09,170.3,34.8,
6/16/13 13:42,168.7,32,
6/13/13 7:09,169.9,36.1,
6/12/13 6:28,170.6,35.9,
6/11/13 7:37,170.4,35.5,
6/10/13 7:02,171.4,35.7,
6/9/13 7:10,170.5,35.4,
6/8/13 8:17,170.5,35.8,
6/7/13 6:57,170.6,34.9,
6/6/13 7:12,171.2,35.5,
6/6/13 7:11,171.6,35.7,
6/5/13 7:07,171.4,35.1,
6/3/13 6:48,171.4,34.3,
6/2/13 7:43,171.5,34,
6/1/13 7:28,171.6,,
5/31/13 6:22,171.4,34.9,
5/29/13 7:40,172.6,35,
5/29/13 7:39,168.2,32,
5/23/13 7:27,171.2,36.1,
5/22/13 7:17,171.1,34,
5/21/13 7:03,170.2,35.9,
5/20/13 7:40,170.5,35.4,
5/17/13 6:56,170.2,36.6,
5/15/13 6:57,170,35.7,
5/13/13 5:53,170.7,36,
5/12/13 8:13,171.4,41.8,
5/12/13 7:45,169.8,35.6,
5/8/13 6:55,170.6,36.4,
5/7/13 6:54,170.9,36,
5/6/13 7:07,172.6,36.2,
5/4/13 7:25,172.6,37.6,
5/2/13 7:34,172.5,37.1,
5/1/13 6:55,172.5,37,
4/30/13 7:12,170.6,35.7,
4/29/13 6:56,171.2,35.9,
4/28/13 8:04,171.2,37.2,
4/26/13 7:00,171.8,36.7,
